transcriptid	foldchange.1	foldchange.2	DEstatus.1	DEstatus.2
NR_104093.1	3	1	TRUE	FALSE
NM_007630.2	1	1	FALSE	FALSE
NM_033604.2	2	1	TRUE	FALSE
NR_049200.1	1	1	FALSE	FALSE
NM_025690.3	1	1	FALSE	FALSE
NM_026337.1	1	1	FALSE	FALSE
NM_022026.3	1	1	FALSE	FALSE
NM_001271843.1	1	1	FALSE	FALSE
NR_073483.1	1	1	FALSE	FALSE
NM_009022.4	1	1	FALSE	FALSE
NR_110519.1	1	1	FALSE	FALSE
NR_110518.1	1	1	FALSE	FALSE
NM_178602.3	1	1	FALSE	FALSE
NM_001164793.1	1	1	FALSE	FALSE
NM_001253863.1	3	1	TRUE	FALSE
NM_001253864.1	1	1	FALSE	FALSE
NR_029879.1	1	1	FALSE	FALSE
NM_008613.3	1	1	FALSE	FALSE
NR_045735.1	1	1	FALSE	FALSE
NM_026314.3	1	1	FALSE	FALSE
NM_028116.2	2	1	TRUE	FALSE
NM_001163725.1	1	1	FALSE	FALSE
NM_001198789.1	1	1	FALSE	FALSE
NM_198609.2	1	1	FALSE	FALSE
NM_025890.3	1	3	FALSE	TRUE
NM_018889.3	1	1	FALSE	FALSE
NM_023635.6	1	1	FALSE	FALSE
NM_001301230.1	1	1	FALSE	FALSE
NM_001308425.1	1	1	FALSE	FALSE
NM_001311106.1	1	1	FALSE	FALSE
NM_001301232.1	1	1	FALSE	FALSE
NR_045284.1	1	1	FALSE	FALSE
NM_008262.3	1	1	FALSE	FALSE
NM_021548.4	1	3	FALSE	TRUE
NM_001142655.1	1	1	FALSE	FALSE
NM_153584.2	1	1	FALSE	FALSE
NM_013479.2	1	1	FALSE	FALSE
NM_138719.5	1	1	FALSE	FALSE
NM_010313.2	1	1	FALSE	FALSE
NR_073186.1	1	1	FALSE	FALSE
NR_040719.1	1	1	FALSE	FALSE
NM_027418.2	1	1	FALSE	FALSE
NM_015806.5	1	1	FALSE	FALSE
NM_001039522.1	1	1	FALSE	FALSE
NM_001038710.1	1	1	FALSE	FALSE
NM_016711.3	1	1	FALSE	FALSE
NM_016963.2	1	1	FALSE	FALSE
NM_001164790.1	1	1	FALSE	FALSE
NM_009130.3	1	1	FALSE	FALSE
NM_205844.3	1	1	FALSE	FALSE
NM_001045518.1	1	1	FALSE	FALSE
NM_012033.3	1	1	FALSE	FALSE
NR_136923.1	1	1	FALSE	FALSE
NR_040378.1	1	1	FALSE	FALSE
NM_172925.2	1	1	FALSE	FALSE
NM_010295.2	1	1	FALSE	FALSE
NM_134255.3	2	1	TRUE	FALSE
NM_008103.3	1	1	FALSE	FALSE
NM_001081490.2	3	1	TRUE	FALSE
NM_023605.2	1	2	FALSE	TRUE
NM_010357.3	1	3	FALSE	TRUE
NM_008181.3	3	1	TRUE	FALSE
NR_040401.1	1	1	FALSE	FALSE
NM_026480.3	1	1	FALSE	FALSE
NM_025274.3	1	1	FALSE	FALSE
NM_001243092.1	1	1	FALSE	FALSE
NM_001164523.1	1	1	FALSE	FALSE
NM_001111286.2	1	3	FALSE	TRUE
NM_205822.2	1	1	FALSE	FALSE
NM_008182.3	1	1	FALSE	FALSE
NM_001122660.1	1	1	FALSE	FALSE
NM_001191044.1	1	1	FALSE	FALSE
NM_173386.5	1	1	FALSE	FALSE
NM_026658.2	1	1	FALSE	FALSE
NM_010106.2	1	1	FALSE	FALSE
NR_125721.1	1	1	FALSE	FALSE
NM_172773.3	1	1	FALSE	FALSE
NM_001276452.1	1	1	FALSE	FALSE
NR_045336.1	1	2	FALSE	TRUE
NR_040734.1	1	1	FALSE	FALSE
NM_009945.3	1	1	FALSE	FALSE
NM_133718.4	4	1	TRUE	FALSE
NM_010482.1	1	3	FALSE	TRUE
NR_040393.1	3	1	TRUE	FALSE
NR_040394.1	1	1	FALSE	FALSE
NR_040397.1	1	1	FALSE	FALSE
NR_040396.1	1	1	FALSE	FALSE
NR_040395.1	1	1	FALSE	FALSE
NM_026122.4	1	1	FALSE	FALSE
NM_175074.2	1	1	FALSE	FALSE
NM_029434.3	1	1	FALSE	FALSE
NM_027448.2	1	1	FALSE	FALSE
NR_102437.1	1	1	FALSE	FALSE
NM_172507.5	1	1	FALSE	FALSE
NR_046066.1	1	1	FALSE	FALSE
NM_001284272.1	1	1	FALSE	FALSE
NM_001110265.1	1	1	FALSE	FALSE
NM_009445.2	2	1	TRUE	FALSE
NM_148941.2	1	1	FALSE	FALSE
NR_040739.1	1	1	FALSE	FALSE
NM_001160379.1	1	1	FALSE	FALSE
NM_001160378.1	1	1	FALSE	FALSE
NM_001164792.1	1	1	FALSE	FALSE
NM_011627.4	1	2	FALSE	TRUE
NM_001145969.1	1	1	FALSE	FALSE
NM_028352.4	1	1	FALSE	FALSE
NM_027100.2	1	1	FALSE	FALSE
NM_001145968.1	1	1	FALSE	FALSE
NM_001163746.1	1	1	FALSE	FALSE
NM_178738.3	1	1	FALSE	FALSE
NR_045835.1	1	1	FALSE	FALSE
NM_001037907.1	1	1	FALSE	FALSE
NM_199316.2	3	1	TRUE	FALSE
NM_023814.4	1	1	FALSE	FALSE
NM_172926.3	1	1	FALSE	FALSE
NR_040766.1	1	1	FALSE	FALSE
NR_040721.1	1	1	FALSE	FALSE
NM_001034906.2	1	1	FALSE	FALSE
NM_001142943.1	1	1	FALSE	FALSE
NM_001163061.1	1	1	FALSE	FALSE
NM_001128601.1	1	1	FALSE	FALSE
NM_007536.2	1	1	FALSE	FALSE
NM_001177858.1	1	1	FALSE	FALSE
NR_037983.1	1	1	FALSE	FALSE
NR_037982.1	1	1	FALSE	FALSE
NM_009742.3	2	1	TRUE	FALSE
NM_001170884.1	1	1	FALSE	FALSE
NM_026829.2	3	1	TRUE	FALSE
NM_007534.3	4	1	TRUE	FALSE
NM_153509.2	1	1	FALSE	FALSE
NM_207260.2	1	1	FALSE	FALSE
NM_025360.2	1	1	FALSE	FALSE
NR_040735.1	1	1	FALSE	FALSE
NR_029570.1	1	1	FALSE	FALSE
NM_024431.3	1	1	FALSE	FALSE
NM_007801.3	3	1	TRUE	FALSE
NM_001039147.2	2	1	TRUE	FALSE
NM_001312649.1	1	1	FALSE	FALSE
NM_194334.2	1	1	FALSE	FALSE
NM_009576.2	1	1	FALSE	FALSE
NM_009573.3	1	1	FALSE	FALSE
NM_011636.2	1	1	FALSE	FALSE
NR_105808.1	2	1	TRUE	FALSE
NM_001195693.1	1	1	FALSE	FALSE
NM_001195084.1	1	1	FALSE	FALSE
NM_008880.3	1	1	FALSE	FALSE
NM_001033184.3	1	1	FALSE	FALSE
NM_178711.3	1	1	FALSE	FALSE
NM_011961.3	1	1	FALSE	FALSE
NM_001142916.1	1	1	FALSE	FALSE
NR_029474.1	1	2	FALSE	TRUE
NR_040770.1	1	1	FALSE	FALSE
NR_040756.1	1	1	FALSE	FALSE
NM_001033145.2	1	1	FALSE	FALSE
NR_106116.1	1	1	FALSE	FALSE
NM_018763.2	1	1	FALSE	FALSE
NM_026476.2	1	1	FALSE	FALSE
NM_001114977.1	1	2	FALSE	TRUE
NM_198414.2	1	1	FALSE	FALSE
NM_001311123.1	1	1	FALSE	FALSE
NM_011643.3	1	1	FALSE	FALSE
NM_001271569.1	4	1	TRUE	FALSE
NR_073361.1	1	1	FALSE	FALSE
NM_011916.3	1	1	FALSE	FALSE
NM_001311130.1	1	1	FALSE	FALSE
NM_177352.4	1	3	FALSE	TRUE
NM_001184710.1	1	1	FALSE	FALSE
NM_001184711.1	1	1	FALSE	FALSE
NM_001184709.1	1	1	FALSE	FALSE
NM_011279.3	1	1	FALSE	FALSE
NM_001311135.1	1	1	FALSE	FALSE
NR_015511.2	1	1	FALSE	FALSE
NR_102296.1	1	1	FALSE	FALSE
NR_102294.1	1	1	FALSE	FALSE
NR_102295.1	1	1	FALSE	FALSE
NR_102293.1	1	1	FALSE	FALSE
NM_138756.4	1	1	FALSE	FALSE
NM_030219.2	1	1	FALSE	FALSE
NR_110443.1	1	1	FALSE	FALSE
NM_009034.4	1	1	FALSE	FALSE
NR_029444.1	1	1	FALSE	FALSE
NM_025485.3	1	1	FALSE	FALSE
NR_045332.1	1	1	FALSE	FALSE
NM_028033.1	1	1	FALSE	FALSE
NM_001134661.1	1	1	FALSE	FALSE
NM_001134660.1	1	1	FALSE	FALSE
NM_012020.2	2	1	TRUE	FALSE
NM_001033983.3	1	1	FALSE	FALSE
NR_003248.3	1	1	FALSE	FALSE
NM_001080776.1	1	1	FALSE	FALSE
NM_001122851.1	1	1	FALSE	FALSE
NM_011810.3	1	1	FALSE	FALSE
NM_023873.3	1	1	FALSE	FALSE
NM_001244762.1	1	1	FALSE	FALSE
NM_001165957.1	1	1	FALSE	FALSE
NM_008624.3	1	1	FALSE	FALSE
NR_028123.1	1	1	FALSE	FALSE
NM_001166138.1	1	3	FALSE	TRUE
NM_031403.3	1	1	FALSE	FALSE
NM_001194921.1	1	1	FALSE	FALSE
NM_001194922.1	3	4	TRUE	TRUE
NM_001311142.1	1	1	FALSE	FALSE
NM_019815.3	1	1	FALSE	FALSE
NM_001194923.1	1	1	FALSE	FALSE
NM_028258.4	1	1	FALSE	FALSE
NM_011440.1	1	1	FALSE	FALSE
NR_040763.1	5	1	TRUE	FALSE
NM_001033543.3	1	1	FALSE	FALSE
NM_001324530.1	1	1	FALSE	FALSE
NM_001101483.1	1	1	FALSE	FALSE
NM_001311149.1	2	1	TRUE	FALSE
NM_025835.3	1	1	FALSE	FALSE
NM_001100451.2	1	1	FALSE	FALSE
NR_110509.1	1	1	FALSE	FALSE
NR_106163.1	1	1	FALSE	FALSE
NM_024291.3	1	1	FALSE	FALSE
NM_001301689.1	1	1	FALSE	FALSE
NM_001081122.1	1	1	FALSE	FALSE
NM_019764.2	1	1	FALSE	FALSE
NR_033301.1	1	1	FALSE	FALSE
NM_133977.2	1	1	FALSE	FALSE
NM_009275.4	1	1	FALSE	FALSE
NM_176979.5	1	1	FALSE	FALSE
NM_175565.3	1	1	FALSE	FALSE
NM_175833.2	1	1	FALSE	FALSE
NM_001134426.1	1	1	FALSE	FALSE
NM_001134427.1	1	1	FALSE	FALSE
NR_040466.1	1	1	FALSE	FALSE
NM_001002896.2	1	1	FALSE	FALSE
NR_040764.1	1	1	FALSE	FALSE
NM_172460.1	1	1	FALSE	FALSE
NM_028721.3	1	1	FALSE	FALSE
NM_025692.3	1	1	FALSE	FALSE
NM_145700.2	1	1	FALSE	FALSE
NR_035516.1	1	1	FALSE	FALSE
NM_053159.3	1	1	FALSE	FALSE
NM_029385.2	1	1	FALSE	FALSE
NM_028562.3	1	1	FALSE	FALSE
NM_175025.4	1	1	FALSE	FALSE
NM_001253836.1	1	1	FALSE	FALSE
NM_001253834.1	1	1	FALSE	FALSE
NM_001164828.1	1	1	FALSE	FALSE
NM_025651.4	5	1	TRUE	FALSE
NR_029549.1	1	1	FALSE	FALSE
NM_001039586.1	1	1	FALSE	FALSE
NM_174846.4	1	1	FALSE	FALSE
NM_198931.3	4	1	TRUE	FALSE
NM_031178.2	1	1	FALSE	FALSE
NM_020559.2	1	1	FALSE	FALSE
NM_029896.1	1	2	FALSE	TRUE
NM_026447.4	1	1	FALSE	FALSE
NR_029526.1	1	1	FALSE	FALSE
NM_001291835.1	1	1	FALSE	FALSE
NM_011876.3	2	1	TRUE	FALSE
NM_153459.4	1	1	FALSE	FALSE
NM_001276442.1	1	1	FALSE	FALSE
NM_145919.2	1	1	FALSE	FALSE
NM_145620.4	1	1	FALSE	FALSE
NM_029300.1	3	1	TRUE	FALSE
NM_025371.3	1	1	FALSE	FALSE
NM_001110271.1	3	1	TRUE	FALSE
NM_001146701.1	1	1	FALSE	FALSE
NM_001159652.1	1	1	FALSE	FALSE
NM_029631.3	3	1	TRUE	FALSE
NM_021567.5	2	1	TRUE	FALSE
NM_145619.3	1	1	FALSE	FALSE
NM_028843.1	2	1	TRUE	FALSE
NM_001110272.1	1	1	FALSE	FALSE
NM_001311150.1	1	1	FALSE	FALSE
NM_001081654.2	1	1	FALSE	FALSE
NM_011573.3	1	1	FALSE	FALSE
NM_001286498.1	1	1	FALSE	FALSE
NM_001101628.1	1	1	FALSE	FALSE
NM_026090.2	1	1	FALSE	FALSE
NM_001160353.1	1	3	FALSE	TRUE
NR_104459.1	3	1	TRUE	FALSE
NM_175402.4	5	2	TRUE	TRUE
NM_029103.3	1	1	FALSE	FALSE
NR_102273.1	1	1	FALSE	FALSE
NM_178907.3	1	1	FALSE	FALSE
NM_133984.2	1	1	FALSE	FALSE
NM_009895.4	1	1	FALSE	FALSE
NM_001317354.1	1	1	FALSE	FALSE
NM_001316691.1	1	1	FALSE	FALSE
NR_039580.1	1	1	FALSE	FALSE
NM_019742.4	1	1	FALSE	FALSE
NM_025903.2	1	1	FALSE	FALSE
NM_001291539.1	2	1	TRUE	FALSE
NM_019704.2	1	2	FALSE	TRUE
NM_009153.3	5	1	TRUE	FALSE
NM_010489.2	1	1	FALSE	FALSE
NM_001291538.1	1	1	FALSE	FALSE
NM_001291537.1	1	1	FALSE	FALSE
NM_053253.3	1	1	FALSE	FALSE
NM_019713.4	1	1	FALSE	FALSE
NM_001243748.1	1	1	FALSE	FALSE
NM_019720.4	1	1	FALSE	FALSE
NM_018879.2	1	3	FALSE	TRUE
NM_178020.3	1	1	FALSE	FALSE
NM_001042779.2	1	1	FALSE	FALSE
NM_008317.5	1	2	FALSE	TRUE
NR_111986.1	1	1	FALSE	FALSE
NM_001331161.1	1	1	FALSE	FALSE
NM_019750.4	2	2	TRUE	TRUE
NM_001199217.1	2	1	TRUE	FALSE
NM_011349.3	1	1	FALSE	FALSE
NM_008138.4	1	2	FALSE	TRUE
NM_001199218.1	1	1	FALSE	FALSE
NM_023805.3	1	1	FALSE	FALSE
NM_008140.2	1	1	FALSE	FALSE
NM_001311151.1	2	1	TRUE	FALSE
NM_023738.4	1	1	FALSE	FALSE
NM_028369.3	1	1	FALSE	FALSE
NM_026597.3	1	1	FALSE	FALSE
NM_001287261.1	1	1	FALSE	FALSE
NM_009074.2	1	1	FALSE	FALSE
NM_145621.2	1	1	FALSE	FALSE
NM_026338.3	1	1	FALSE	FALSE
NM_011634.3	1	1	FALSE	FALSE
NR_109782.1	1	6	FALSE	TRUE
NM_177910.3	1	1	FALSE	FALSE
NM_008243.3	1	1	FALSE	FALSE
NM_146226.2	1	1	FALSE	FALSE
NR_106056.1	1	1	FALSE	FALSE
NM_032543.2	1	1	FALSE	FALSE
NM_177275.4	1	1	FALSE	FALSE
NM_001311152.1	1	2	FALSE	TRUE
NM_001276493.1	1	4	FALSE	TRUE
NM_001276492.1	1	1	FALSE	FALSE
NM_001276486.1	1	1	FALSE	FALSE
NM_010017.4	1	1	FALSE	FALSE
NM_001276485.1	1	1	FALSE	FALSE
NM_001276482.1	1	1	FALSE	FALSE
NM_001276481.1	1	1	FALSE	FALSE
NR_126077.1	1	1	FALSE	FALSE
NM_133986.2	1	1	FALSE	FALSE
NM_008160.6	1	1	FALSE	FALSE
NM_016802.5	1	1	FALSE	FALSE
NM_025449.3	1	1	FALSE	FALSE
NM_001013814.1	1	2	FALSE	TRUE
NM_011678.2	1	1	FALSE	FALSE
NM_001311157.1	1	1	FALSE	FALSE
NM_001313962.1	1	1	FALSE	FALSE
NM_001313961.1	1	1	FALSE	FALSE
NM_001311156.1	1	1	FALSE	FALSE
NM_001329528.1	1	1	FALSE	FALSE
NM_001329527.1	1	1	FALSE	FALSE
NM_001168372.2	2	1	TRUE	FALSE
NM_001004192.1	3	1	TRUE	FALSE
NM_030075.2	1	1	FALSE	FALSE
NM_145407.3	1	1	FALSE	FALSE
NM_001168373.2	1	1	FALSE	FALSE
NM_001168371.2	1	1	FALSE	FALSE
NM_008483.3	1	1	FALSE	FALSE
NM_027804.4	1	1	FALSE	FALSE
NM_133744.4	1	1	FALSE	FALSE
NM_001135198.1	1	1	FALSE	FALSE
NM_133794.2	1	1	FALSE	FALSE
NM_026378.3	1	1	FALSE	FALSE
NM_031392.2	1	1	FALSE	FALSE
NM_011830.3	1	1	FALSE	FALSE
NM_011790.4	1	1	FALSE	FALSE
NM_028944.3	1	1	FALSE	FALSE
NM_023247.1	1	1	FALSE	FALSE
NR_029577.1	1	2	FALSE	TRUE
NR_029947.1	1	1	FALSE	FALSE
NM_008924.2	1	1	FALSE	FALSE
NM_020520.4	1	1	FALSE	FALSE
NM_134420.4	1	4	FALSE	TRUE
NM_080437.2	1	3	FALSE	TRUE
NM_027066.1	1	4	FALSE	TRUE
NM_029634.2	1	1	FALSE	FALSE
NM_030729.4	1	1	FALSE	FALSE
NM_007738.3	1	1	FALSE	FALSE
NM_145077.1	1	1	FALSE	FALSE
NM_025407.2	1	1	FALSE	FALSE
NR_030492.1	1	1	FALSE	FALSE
NM_173019.5	1	1	FALSE	FALSE
NM_026381.5	1	1	FALSE	FALSE
NM_177069.3	1	3	FALSE	TRUE
NM_011637.6	1	1	FALSE	FALSE
NM_172774.3	1	2	FALSE	TRUE
NM_172775.2	1	1	FALSE	FALSE
NM_025689.4	2	1	TRUE	FALSE
NM_183250.2	1	1	FALSE	FALSE
NM_001012236.1	1	1	FALSE	FALSE
NM_015793.2	1	1	FALSE	FALSE
NM_001311159.1	1	1	FALSE	FALSE
NM_001008428.3	1	1	FALSE	FALSE
NM_001177419.1	1	4	FALSE	TRUE
NM_001177420.1	1	1	FALSE	FALSE
NM_001014395.2	1	2	FALSE	TRUE
NM_199036.2	1	1	FALSE	FALSE
NM_177703.3	1	1	FALSE	FALSE
NM_001033794.3	1	1	FALSE	FALSE
NM_001013776.4	1	1	FALSE	FALSE
NM_183136.2	1	1	FALSE	FALSE
NM_198674.2	1	1	FALSE	FALSE
NM_001303004.1	3	1	TRUE	FALSE
NR_033215.1	1	1	FALSE	FALSE
NM_001303003.1	1	1	FALSE	FALSE
NM_009921.2	1	1	FALSE	FALSE
NR_106057.1	1	1	FALSE	FALSE
NM_007658.3	1	1	FALSE	FALSE
NM_001311163.1	1	1	FALSE	FALSE
NM_001311164.1	1	3	FALSE	TRUE
NR_105744.1	1	1	FALSE	FALSE
NM_001166273.1	1	1	FALSE	FALSE
NM_013884.3	1	1	FALSE	FALSE
NM_001081381.1	1	1	FALSE	FALSE
NM_177771.5	1	1	FALSE	FALSE
NM_001081043.1	1	1	FALSE	FALSE
NM_008694.2	1	1	FALSE	FALSE
NM_001081340.2	2	1	TRUE	FALSE
NM_026012.2	1	1	FALSE	FALSE
NM_011199.2	1	1	FALSE	FALSE
NM_001083935.1	3	4	TRUE	TRUE
NM_183276.2	1	1	FALSE	FALSE
NM_028312.3	1	1	FALSE	FALSE
NR_106186.1	1	6	FALSE	TRUE
NM_001083936.1	1	1	FALSE	FALSE
NM_153099.1	1	1	FALSE	FALSE
NM_146260.2	1	1	FALSE	FALSE
NM_183103.2	1	1	FALSE	FALSE
NM_199471.1	1	1	FALSE	FALSE
NM_148940.3	1	1	FALSE	FALSE
NM_146227.4	1	1	FALSE	FALSE
NM_010859.2	1	1	FALSE	FALSE
NM_153172.1	1	1	FALSE	FALSE
NM_011562.2	1	1	FALSE	FALSE
NM_001195437.1	3	1	TRUE	FALSE
NM_028838.2	1	1	FALSE	FALSE
NM_153100.2	1	1	FALSE	FALSE
NM_001302376.1	1	1	FALSE	FALSE
NM_017466.5	1	1	FALSE	FALSE
NM_008522.3	1	1	FALSE	FALSE
NM_001302377.1	1	1	FALSE	FALSE
NM_026810.2	1	1	FALSE	FALSE
NM_175266.4	1	1	FALSE	FALSE
NM_001324522.1	1	1	FALSE	FALSE
NM_001164659.1	1	1	FALSE	FALSE
NM_172928.5	1	1	FALSE	FALSE
NM_001177620.1	1	1	FALSE	FALSE
NM_001177615.1	1	1	FALSE	FALSE
NM_028755.3	1	1	FALSE	FALSE
NR_029823.1	1	1	FALSE	FALSE
NR_015468.1	1	3	FALSE	TRUE
NR_131053.1	1	1	FALSE	FALSE
NR_033432.1	1	1	FALSE	FALSE
NR_033431.1	1	1	FALSE	FALSE
NM_011052.2	1	1	FALSE	FALSE
NM_001164678.1	1	1	FALSE	FALSE
NM_001164677.1	1	1	FALSE	FALSE
NM_001286603.1	1	1	FALSE	FALSE
NM_178624.6	1	1	FALSE	FALSE
NM_013699.2	1	1	FALSE	FALSE
NM_001083319.1	1	1	FALSE	FALSE
NR_039590.1	1	1	FALSE	FALSE
NM_001101510.1	1	1	FALSE	FALSE
NM_007535.2	1	2	FALSE	TRUE
NR_040738.1	1	1	FALSE	FALSE
NM_019922.2	1	1	FALSE	FALSE
NM_001200002.1	1	1	FALSE	FALSE
NR_040384.1	1	1	FALSE	FALSE
NR_040383.1	1	1	FALSE	FALSE
NM_009916.2	1	1	FALSE	FALSE
NM_153585.5	1	1	FALSE	FALSE
NM_026036.3	2	1	TRUE	FALSE
NM_146229.2	1	1	FALSE	FALSE
NM_133978.2	1	1	FALSE	FALSE
NM_001252479.1	1	1	FALSE	FALSE
NM_175380.5	1	1	FALSE	FALSE
NM_024222.2	1	1	FALSE	FALSE
NR_029430.1	1	5	FALSE	TRUE
NR_040730.1	1	1	FALSE	FALSE
NR_130329.1	1	1	FALSE	FALSE
NM_013727.4	1	1	FALSE	FALSE
NM_001048146.2	1	1	FALSE	FALSE
NM_001286508.1	1	1	FALSE	FALSE
NM_001286507.1	1	1	FALSE	FALSE
NR_040716.1	2	1	TRUE	FALSE
NM_010136.3	1	1	FALSE	FALSE
NM_001164789.1	1	1	FALSE	FALSE
NM_018748.3	1	1	FALSE	FALSE
NM_019676.3	1	1	FALSE	FALSE
NM_011700.2	1	1	FALSE	FALSE
NR_029742.1	1	1	FALSE	FALSE
NR_121571.1	2	1	TRUE	FALSE
NM_001164567.1	4	1	TRUE	FALSE
NM_001293648.1	3	1	TRUE	FALSE
NM_146230.3	1	1	FALSE	FALSE
NM_133980.3	1	1	FALSE	FALSE
NM_001037749.2	1	1	FALSE	FALSE
NR_033303.1	1	1	FALSE	FALSE
NM_010851.2	1	1	FALSE	FALSE
NM_130864.3	1	1	FALSE	FALSE
NM_001199568.1	1	1	FALSE	FALSE
NM_001033209.3	2	2	TRUE	TRUE
NM_172456.3	1	1	FALSE	FALSE
NM_001172136.1	1	1	FALSE	FALSE
NM_026236.3	1	1	FALSE	FALSE
NM_028735.3	2	1	TRUE	FALSE
NM_011724.3	1	1	FALSE	FALSE
NM_153287.3	1	1	FALSE	FALSE
NM_008614.2	1	1	FALSE	FALSE
NM_144793.1	1	1	FALSE	FALSE
NM_001039364.2	1	1	FALSE	FALSE
NM_011029.4	1	1	FALSE	FALSE
NM_007720.2	1	1	FALSE	FALSE
NR_002902.2	1	2	FALSE	TRUE
NM_001039365.2	1	1	FALSE	FALSE
NM_026892.3	1	1	FALSE	FALSE
NM_178676.4	1	1	FALSE	FALSE
NM_025974.2	1	1	FALSE	FALSE
NR_073359.1	1	1	FALSE	FALSE
NR_040753.1	1	1	FALSE	FALSE
NM_001165902.1	1	1	FALSE	FALSE
NM_007614.3	1	1	FALSE	FALSE
NR_106058.1	1	1	FALSE	FALSE
NR_040742.1	1	1	FALSE	FALSE
NM_001284508.2	1	1	FALSE	FALSE
NM_031161.4	1	1	FALSE	FALSE
NR_040740.1	1	1	FALSE	FALSE
NM_001164562.1	1	1	FALSE	FALSE
NM_011703.4	1	1	FALSE	FALSE
NM_010918.2	1	1	FALSE	FALSE
NM_026794.2	1	1	FALSE	FALSE
NM_178677.4	1	1	FALSE	FALSE
NR_033503.1	4	1	TRUE	FALSE
NM_019814.4	1	1	FALSE	FALSE
NM_028202.3	1	1	FALSE	FALSE
NM_029095.2	1	1	FALSE	FALSE
NR_027967.1	1	1	FALSE	FALSE
NM_028384.1	1	1	FALSE	FALSE
NM_001199927.1	1	1	FALSE	FALSE
NM_177743.5	1	1	FALSE	FALSE
NM_153540.4	2	1	TRUE	FALSE
NM_001289559.1	1	1	FALSE	FALSE
NM_001289560.1	1	1	FALSE	FALSE
NM_001276719.1	1	1	FALSE	FALSE
NM_021609.4	1	1	FALSE	FALSE
NM_001289558.1	1	1	FALSE	FALSE
NM_010012.3	1	1	FALSE	FALSE
NR_033553.1	1	1	FALSE	FALSE
NR_106185.1	1	2	FALSE	TRUE
NM_026179.2	2	1	TRUE	FALSE
NR_045967.1	1	1	FALSE	FALSE
NR_029819.1	3	1	TRUE	FALSE
NR_015610.1	1	1	FALSE	FALSE
NM_001199736.1	1	1	FALSE	FALSE
NM_173364.5	1	1	FALSE	FALSE
NM_001177505.1	2	1	TRUE	FALSE
NM_009544.2	1	1	FALSE	FALSE
NM_177911.4	1	1	FALSE	FALSE
NM_025339.4	3	1	TRUE	FALSE
NM_010620.1	1	2	FALSE	TRUE
NM_001164823.1	1	1	FALSE	FALSE
NM_001081188.1	1	1	FALSE	FALSE
NM_011606.2	1	1	FALSE	FALSE
NM_001002267.2	1	3	FALSE	TRUE
NM_153168.3	1	1	FALSE	FALSE
NM_001348167.1	1	1	FALSE	FALSE
NM_001348168.1	1	1	FALSE	FALSE
NM_030692.4	2	2	TRUE	TRUE
NM_013860.2	1	1	FALSE	FALSE
NM_139142.2	1	1	FALSE	FALSE
NM_033322.2	1	1	FALSE	FALSE
NM_030712.4	1	1	FALSE	FALSE
NM_001110253.2	2	1	TRUE	FALSE
NM_009913.6	1	1	FALSE	FALSE
NM_011798.4	1	1	FALSE	FALSE
NM_001166625.1	1	2	FALSE	TRUE
NM_148925.3	1	1	FALSE	FALSE
NM_009912.4	1	1	FALSE	FALSE
NM_007718.3	1	1	FALSE	FALSE
NM_009915.2	1	1	FALSE	FALSE
NM_009914.4	1	1	FALSE	FALSE
NM_001243119.1	1	1	FALSE	FALSE
NM_001243117.1	1	1	FALSE	FALSE
NM_001243118.1	1	1	FALSE	FALSE
NM_001346422.1	1	1	FALSE	FALSE
NM_001004145.3	1	1	FALSE	FALSE
NM_011154.2	1	1	FALSE	FALSE
NM_001163415.1	1	1	FALSE	FALSE
NR_015516.2	1	1	FALSE	FALSE
NR_028110.2	1	1	FALSE	FALSE
NR_102716.1	1	1	FALSE	FALSE
NR_027950.2	1	1	FALSE	FALSE
NR_102721.1	1	1	FALSE	FALSE
NM_172778.2	1	1	FALSE	FALSE
NM_008446.2	1	1	FALSE	FALSE
NM_007868.6	1	1	FALSE	FALSE
NM_173783.3	1	1	FALSE	FALSE
NM_001168600.1	1	1	FALSE	FALSE
NM_001290427.1	1	1	FALSE	FALSE
NM_001290428.1	1	1	FALSE	FALSE
NM_025437.4	1	1	FALSE	FALSE
NM_198110.2	1	1	FALSE	FALSE
NM_001033330.3	1	1	FALSE	FALSE
NM_001284505.1	3	1	TRUE	FALSE
NM_019634.2	1	1	FALSE	FALSE
NM_009806.3	1	1	FALSE	FALSE
NM_007807.5	1	1	FALSE	FALSE
NM_001284504.1	1	1	FALSE	FALSE
NM_001284503.1	3	1	TRUE	FALSE
NR_027446.1	1	1	FALSE	FALSE
NR_027445.1	1	1	FALSE	FALSE
NM_001104946.2	1	1	FALSE	FALSE
NM_183126.2	1	2	FALSE	TRUE
NM_145951.5	1	1	FALSE	FALSE
NM_001271448.1	1	1	FALSE	FALSE
NM_001271451.1	3	2	TRUE	TRUE
NM_001271450.1	1	7	FALSE	TRUE
NM_011855.4	1	1	FALSE	FALSE
NM_001271449.1	1	1	FALSE	FALSE
NM_001271447.1	2	1	TRUE	FALSE
NM_016697.3	1	1	FALSE	FALSE
NM_172780.3	1	2	FALSE	TRUE
NM_001161423.1	1	1	FALSE	FALSE
NM_001161421.1	1	1	FALSE	FALSE
NM_001161424.1	1	1	FALSE	FALSE
NM_010547.2	1	1	FALSE	FALSE
NM_001161422.1	1	1	FALSE	FALSE
NM_001164191.1	1	1	FALSE	FALSE
NM_001164192.1	1	1	FALSE	FALSE
